PlotID,Transect,Bearing_deg,Slope_%,Species,Location_m,Diam_cm,Decay_class,char_depth_mm,Stump_height_cm,Notes
FR58,2,200,"0, 8",UC,42.2,16.2,2,1,,
FR58,2,200,"0, 8",UC,42.7,10.3,2,2,,
FR58,2,200,"0, 8",UC,43.2,18.5,2,0,,
FR58,2,200,"0, 8",UC,43.4,9.3,2,3,,
FR58,2,200,"0, 8",UC,43.6,9.7,4,1,,
FR58,2,200,"0, 8",UC,47.2,8.5,2,0,,
FR58,2,200,"0, 8",UC,47.7,9,2,0,,
FR58,2,200,"0, 8",UC,48.5,10.9,2,0,,
FR58,2,200,"0, 8",UC,48.8,12.6,2,0,,
FR58,2,200,"0, 8",UC,48.6,11,3,0,,
FR58,2,200,"0, 8",UC,49.3,13.9,2,0,,
FR58,2,200,"0, 8",UC,49.3,14.2,2,0,,
FR58,2,200,"0, 8",UC,49.7,9.5,2,3,,
FR59,1,0,14,Pl,0.2,12.7,2,0,,
FR59,1,0,14,Pl,1.8,9.8,4,1,,
FR59,1,0,14,Pl,2.4,9.2,3,0,,
FR59,1,0,14,Pl,2.9,8.6,3,1,,
FR59,1,0,14,Pl,3.5,12,2,<1,,
FR59,1,0,14,Pl,3.9,14.6,2,0,,
FR59,1,0,14,Pl,5.6,19.7,2,0,,
FR59,1,0,14,Pl,6,18.7,2,0,,
FR59,1,0,14,Pl,6.6,18.4,2,0,,
FR59,1,0,14,Pl,7.3,13.9,2,0,,
FR59,1,0,14,Pl,7,18.8,2,0,,
FR59,1,0,14,UC,8.6,9.2,2,0,,
FR59,1,0,14,UC,8.7,9.1,2,3,,
FR59,1,0,14,UC,9,12.2,4,1,,
FR59,1,0,14,UC,10.9,8,3,2,,
FR59,1,0,14,UC,11.1,7.7,1,0,,
FR59,1,0,14,Pl,11.2,11.5,2,0,,
FR59,1,0,14,UC,11.8,13,2,0,,
FR59,1,0,14,Pl,12.4,18,2,0,,
FR59,1,0,14,Pl,13,17.4,2,0,,
FR59,1,0,14,UC,13.8,12.3,2,0,,
FR59,1,0,14,UC,16.1,15.1,2,0,,
FR59,1,0,14,UC,16.8,13.9,2,0,,
FR59,1,0,14,UC,17.1,12.9,2,0,,
FR59,1,0,14,Pl,17,11.6,3,0,,
FR59,1,0,14,UC,18.3,10,4,3,,
FR59,1,0,14,UC,18.4,11,3,1,,
FR59,1,0,14,UC,18.9,9.1,2,0,,
FR59,1,0,14,UC,19.7,17.9,2,0,,
FR59,1,0,14,Pl,20.7,10.5,2,0,,
FR59,1,0,14,UC,21.3,9.9,2,0,,
FR59,1,0,14,UC,22,12,2,0,,
FR59,1,0,14,UC,22.9,19.2,2,0,,
FR59,1,0,14,UC,25.9,18,3,1,,
FR59,1,0,14,UC,26.8,11.1,2,0,,
FR59,1,0,14,UC,27.6,13.6,2,0,,
FR59,1,0,14,UC,29.5,16.5,3,0,,
FR59,1,0,14,UC,29.9,15.3,2,0,,
FR59,1,0,14,UC,29.9,11.1,4,<1,,
FR59,1,0,14,UC,30.5,18.2,2,0,,
FR59,1,0,14,Pl,31.1,8.1,2,0,,
FR59,1,0,14,Pl,32,15.6,2,0,,
FR59,1,0,14,UC,32.4,9.1,2,0,,
FR59,1,0,14,UC,33.7,10,2,0,,
FR59,1,0,14,UC,34.2,21.5,2,0,,
FR59,1,0,14,UC,34.4,13,2,0,,
FR59,1,0,14,UC,35,9.7,4,2,,
FR59,1,0,14,UC,35.4,11.5,2,0,,
FR59,1,0,14,Pl,36.8,15,2,0,,
FR59,1,0,14,UC,37.3,8.3,3,0,,
FR59,1,0,14,UC,37.9,12.9,2,0,,
FR59,1,0,14,UC,39.2,20.5,2,0,,
FR59,1,0,14,UC,39.8,11.3,2,0,,
FR59,1,0,14,UC,40.8,19.6,2,0,,
FR59,1,0,14,UC,42.2,16.9,4,5,,
FR59,1,0,14,UC,45,9.7,2,0,,
FR59,1,0,14,UC,46.2,14.8,2,0,,
FR59,1,0,14,UC,46.4,11.6,2,1,,
FR59,1,0,14,UC,47.1,9.2,4,4,,
FR59,1,0,14,UC,49.4,9.3,3,0,,
FR59,1,0,14,UC,49.5,11,4,3,,
FR59,1,0,14,UC,50,11,5,1,,
FR59,2,90,10,UC,0.1,17.4,2,0,,
FR59,2,90,10,UC,4.6,13,2,0,,
FR59,2,90,10,UC,5.3,14.3,2,0,,
FR59,2,90,10,UC,5.6,8.3,2,0,,
FR59,2,90,10,UC,5.7,19.4,2,0,,
FR59,2,90,10,UC,5.7,17.6,2,0,,
FR59,2,90,10,UC,6.9,8.9,2,0,,
FR59,2,90,10,UC,6.9,11.8,2,0,,
FR59,2,90,10,UC,7.5,21.8,2,0,,
FR59,2,90,10,UC,7.5,13.5,2,0,,
FR59,2,90,10,UC,7.6,15,2,0,,
FR59,2,90,10,UC,7.8,10,2,0,,
FR59,2,90,10,UC,13.7,17,2,0,,
FR59,2,90,10,UC,15,13,2,0,,
FR59,2,90,10,UC,15.8,16.6,2,0,,
FR59,2,90,10,UC,16.5,10.9,2,0,,
FR59,2,90,10,UC,17.9,12.7,2,0,,
FR59,2,90,10,Pl,19.8,9.6,1,0,,
FR59,2,90,10,UC,20.1,8.1,4,4,,
FR59,2,90,10,UC,23.1,13.6,2,0,,
FR59,2,90,10,UC,23.3,7.6,4,1,,
FR59,2,90,10,UC,24.2,22,2,0,,
FR59,2,90,10,UC,24.7,17.5,4,2,,
FR59,2,90,10,UC,27.5,11.9,2,0,,
FR59,2,90,10,Pl,28.2,12,2,0,,
FR59,2,90,10,UC,28.4,21.6,2,0,,
FR59,2,90,10,UC,28.8,15,4,4,,
FR59,2,90,10,UC,28.9,11.7,2,0,,
FR59,2,90,10,UC,34.2,9.9,1,0,,
FR59,2,90,10,UC,35.4,18.4,2,0,,
FR59,2,90,10,UC,35.7,23.1,2,0,,
FR59,2,90,10,UC,36,10,4,2,,
FR59,2,90,10,UC,37.3,8.9,2,0,,
FR59,2,90,10,UC,37.8,9.6,2,0,,
FR59,2,90,10,UC,38.3,22,3,0,,
FR59,2,90,10,UC,38.8,16.3,2,0,,
FR59,2,90,10,UC,38.8,21.9,2,0,,
FR59,2,90,10,UC,38.7,15.6,2,0,,
FR59,2,90,10,UC,38.9,13.8,3,1,,
FR59,2,90,10,UC,40,9.8,2,0,,
FR59,2,90,10,UC,40.9,11.3,2,0,,
FR59,2,90,10,UC,47.2,8.1,2,0,,
FR59,2,90,10,UC,48.6,9,2,0,,
FR59,2,90,10,UC,49.3,18.2,2,0,,
FR60,1,150,15,UC,1.5,15.2,2,0,,
FR60,1,150,15,UC,1.3,15,2,0,,
FR60,1,150,15,UC,1.5,15,2,0,,
FR60,1,150,15,UC,1.7,14.6,2,0,,
FR60,1,150,15,UC,3.3,7.9,2,0,,
FR60,1,150,15,UC,3.5,8,2,0,,
FR60,1,150,15,Sx,3.9,19.8,2,0,,
FR60,1,150,15,UC,4.5,10.2,2,0,,
FR60,1,150,15,UC,4.4,14.7,2,0,,
FR60,1,150,15,UC,4.5,15.8,2,0,,
FR60,1,150,15,UC,5.3,8.1,2,0,,
FR60,1,150,15,Pl,6.2,13.1,2,0,,
FR60,1,150,15,UC,7.2,15.4,2,0,,
FR60,1,150,15,UC,7.4,16.3,2,0,,
FR60,1,150,15,UC,8.2,9,3,0,,
FR60,1,150,15,UC,9.1,9,2,0,,
FR60,1,150,15,UC,8.8,12.8,3,0,40,
FR60,1,150,15,UC,9.6,14.9,4,0,28,
FR60,1,150,15,UC,10.2,10.6,2,0,,
FR60,1,150,15,UC,10.4,15.8,2,0,,
FR60,1,150,15,UC,10.7,14.2,2,0,,
FR60,1,150,15,UC,10.9,10.2,2,0,,
FR60,1,150,15,UC,13.3,13.2,2,0,,
FR60,1,150,15,UC,13.7,14.4,2,0,,
FR60,1,150,15,UC,13.9,18.5,2,0,,
FR60,1,150,15,UC,14.2,13.7,2,0,,
FR60,1,150,15,UC,14.4,15.6,2,0,,
FR60,1,150,15,UC,14.9,10.7,3,0,,
FR60,1,150,15,UC,15.9,11.6,2,0,,
FR60,1,150,15,UC,16.6,12.2,2,0,,
FR60,1,150,15,UC,17.9,9.5,2,0,,
FR60,1,150,15,UC,18.1,7.5,2,0,,
FR60,1,150,15,UC,18.2,9.6,2,0,,
FR60,1,150,15,UC,18.7,8.8,2,0,,
FR60,1,150,15,UC,18.9,13.5,2,0,,
FR60,1,150,15,UC,19.5,11,2,0,,
FR60,1,150,15,UC,19.5,11.6,2,0,,
FR60,1,150,15,UC,21.2,9.1,2,0,,
FR60,1,150,15,UC,21.7,13.6,2,0,,
FR60,1,150,15,UC,23.3,15.7,2,0,,
FR60,1,150,15,Sx,23.3,14.1,1,0,,
FR60,1,150,15,UC,24.1,15.5,2,0,,
FR60,1,150,15,UC,26.2,9.3,2,0,,
FR60,1,150,15,UC,26.4,9.2,2,0,,
FR60,1,150,15,UC,26.7,10.3,2,0,,
FR60,1,150,15,UC,26.8,14.3,2,0,,
FR60,1,150,15,UC,27.6,8.2,3,0,,
FR60,1,150,15,UC,28,8,2,0,,
FR60,1,150,15,UC,28.3,11.5,2,0,,
FR60,1,150,15,UC,29,11.2,2,0,,
FR60,1,150,15,UC,29.4,17.3,3,0,,
FR60,1,150,15,UC,29.6,14,2,0,,
FR60,1,150,15,UC,30.2,12.4,2,0,,
FR60,1,150,15,UC,30.3,9.8,2,0,,
FR60,1,150,15,UC,31.7,10.9,2,0,,
FR60,1,150,15,UC,32,16.7,2,0,,
FR60,1,150,15,UC,32.1,12.2,2,0,,
FR60,1,150,15,UC,32.1,15.7,2,0,,
FR60,1,150,15,UC,32.5,8.9,2,0,,
FR60,1,150,15,UC,33.7,11.1,2,0,,
FR60,1,150,15,UC,33.5,9.6,2,0,,
FR60,1,150,15,UC,33.4,9.3,2,0,,
FR60,1,150,15,UC,34.4,7.9,2,0,,
FR60,1,150,15,UC,35.8,9.7,2,0,,
FR60,1,150,15,UC,37.7,15.6,2,0,,
FR60,1,150,15,UC,37.7,16.6,2,0,,
FR60,1,150,15,UC,38.4,12.3,4,1,,
FR60,1,150,15,UC,39.3,11.7,2,0,,
FR60,1,150,15,UC,40.1,13.2,2,0,,
FR60,1,150,15,UC,40.6,17.1,3,0,,
FR60,1,150,15,UC,40.8,18.3,4,0,,
FR60,1,150,15,UC,41.2,7.7,3,0,,
FR60,1,150,15,UC,41.3,15,2,0,,
FR60,1,150,15,UC,41.4,7.9,5,0,,
FR60,1,150,15,UC,41.8,10.6,2,0,,
FR60,1,150,15,UC,42.3,9.2,2,0,,
FR60,1,150,15,UC,42.7,11.2,3,0,,
FR60,1,150,15,UC,43.1,10.2,2,0,,
FR60,1,150,15,UC,44.2,11,2,0,,
FR60,1,150,15,UC,44.4,20.1,3,2,,
FR60,1,150,15,UC,44.6,13.6,3,0,,
FR60,1,150,15,UC,45,15.9,2,0,,
FR60,1,150,15,UC,46.5,16,3,0,,
FR60,1,150,15,UC,46.8,14.2,3,0,,
FR60,1,150,15,UC,48.3,8.5,2,0,,
FR60,1,150,15,UC,48.6,8.6,2,0,,
FR60,1,150,15,UC,48.3,15,2,0,,
FR60,1,150,15,UC,48.9,15.8,2,0,,
FR60,1,150,15,UC,48.9,8.5,2,0,,
FR60,2,240,0,UC,48.3,16.9,2,0,,
FR60,2,240,0,UC,48.1,10.4,2,0,,
FR60,2,240,0,UC,47.3,17.2,2,0,,
FR60,2,240,0,UC,47.6,7.7,2,0,,
FR60,2,240,0,UC,46.1,9.3,2,0,,
FR60,2,240,0,UC,45.5,10.4,2,0,,
FR60,2,240,0,UC,45.3,12.2,2,0,,
FR60,2,240,0,UC,42.6,14.9,2,0,,
FR60,2,240,0,UC,42.6,9.3,2,0,,
FR60,2,240,0,UC,41.3,13.9,2,0,,
FR60,2,240,0,UC,39.6,12.7,2,0,,
FR60,2,240,0,UC,39.6,10.5,2,0,,
FR60,2,240,0,UC,39.6,8.2,2,0,,
FR60,2,240,0,UC,38.8,11.2,2,0,,
FR60,2,240,0,UC,30.5,8.1,2,0,,
FR60,2,240,0,UC,38.5,7.7,2,0,,
FR60,2,240,0,UC,35.9,16.9,2,0,,
FR60,2,240,0,UC,34.1,9.2,2,0,,
FR60,2,240,0,UC,32.7,10.5,2,0,,
FR60,2,240,0,UC,31.2,18.2,2,0,,
FR60,2,240,0,UC,30.6,16.5,2,0,,
FR60,2,240,0,UC,30,8,2,0,,
FR60,2,240,0,UC,29.2,7.7,2,0,,
FR60,2,240,0,UC,29.3,15.9,2,0,,
FR60,2,240,0,UC,28.9,8.4,2,0,,
FR60,2,240,0,UC,28.8,9,2,0,,
FR60,2,240,0,UC,27.9,11.6,1,0,,
FR60,2,240,0,UC,26.2,14.4,2,0,,
FR60,2,240,0,UC,25.9,14.7,2,0,,
FR60,2,240,0,UC,23.9,10.9,2,0,,
FR60,2,240,0,UC,23.2,9.7,2,0,,
FR60,2,240,0,UC,22.6,17.4,2,0,,
FR60,2,240,0,UC,19.5,15.7,2,0,,
FR60,2,240,0,UC,17,12.1,2,0,,
FR60,2,240,0,UC,16.7,14.2,2,0,,
FR60,2,240,0,UC,16.5,9.7,2,0,,
FR60,2,240,0,UC,16.5,10.5,2,0,,
FR60,2,240,0,UC,15.7,18.5,2,0,,
FR60,2,240,0,UC,14,8.4,2,0,,
FR60,2,240,0,UC,13.6,9.2,4,0,,
FR60,2,240,0,UC,13.1,8.9,2,0,,
FR60,2,240,0,UC,12.3,7.9,2,0,,
FR60,2,240,0,UC,11.8,14.8,2,0,,
FR60,2,240,0,UC,10.7,9,2,0,,
FR60,2,240,0,UC,10.6,8.9,2,0,,
FR60,2,240,0,UC,10.5,8.5,3,0,,
FR60,2,240,0,UC,8.6,9.4,2,0,,
FR60,2,240,0,UC,8,10.2,2,0,,
FR60,2,240,0,UC,7.3,14.2,2,0,,
FR60,2,240,0,UC,7.4,12.6,2,0,,
FR60,2,240,0,UC,6.3,14.7,3,0,,
FR60,2,240,0,UC,5.9,12,2,0,,
FR60,2,240,0,UC,5.8,13.2,2,0,,
FR60,2,240,0,UC,5.8,13,2,0,,
FR60,2,240,0,UC,5.3,14.1,2,0,,
FR60,2,240,0,UC,4.7,7.6,3,0,,
FR60,2,240,0,UC,3.8,12.2,2,0,,
FR60,2,240,0,UC,2.4,8.8,4,0,,
FR60,2,240,0,UC,2.2,12.9,2,0,,
FR60,2,240,0,UC,1.5,7.9,4,0,,
FR60,2,240,0,UC,1.1,11.6,2,0,,
FR61,1,80,0,UC,1.6,10.9,2,0,,
FR61,1,80,0,UC,1.6,21.2,2,0,,
FR61,1,80,0,UC,3.1,11.2,2,0,,
FR61,1,80,0,UC,3.4,10.9,2,0,,
FR61,1,80,0,UC,3.2,14.2,2,0,,
FR61,1,80,0,UC,3.7,16.8,2,0,,
FR61,1,80,0,UC,4.1,11,2,0,,
FR61,1,80,0,UC,5.4,7.9,1,0,,
FR61,1,80,0,UC,6.9,7.9,1,0,,
FR61,1,80,0,UC,12.7,7.7,2,0,,
FR61,1,80,0,UC,14,20.9,3,0,,
FR61,1,80,0,UC,17.2,14.7,2,0,,
FR61,1,80,0,UC,19.1,7.9,2,0,,
FR61,1,80,0,Pl,21.5,8.6,1,0,,
FR61,1,80,0,UC,22.5,8.2,1,0,,
FR61,1,80,0,UC,24,9.9,2,0,,
FR61,1,80,0,UC,24.4,9.2,1,0,,
FR61,1,80,0,UC,25.3,7.6,2,0,,
FR61,1,80,0,UC,27.6,13.2,1,0,,
FR61,1,80,0,UC,27.9,9.2,1,0,,
FR61,1,80,0,UC,29.8,11.9,2,0,,
FR61,1,80,0,UC,32,8,2,0,,
FR61,1,80,0,UC,34.6,7.6,1,0,,
FR61,1,80,0,UC,35.5,12.6,2,0,,
FR61,1,80,0,UC,39.2,17.2,3,0,,
FR61,1,80,0,UC,41,9.7,1,0,,
FR61,1,80,0,Pl,49.2,9.9,1,0,,
FR61,2,170,13,UC,0.7,10.6,4,0,,
FR61,2,170,13,UC,2.7,8.4,1,0,,
FR61,2,170,13,UC,4.1,9.9,2,0,,
FR61,2,170,13,UC,4.6,23.5,4,0,33,
FR61,2,170,13,UC,8.2,10.2,4,0,,
FR61,2,170,13,UC,10.7,8.2,1,0,,
FR61,2,170,13,UC,14.5,9.2,1,0,,
FR61,2,170,13,UC,15,11.5,1,0,,
FR61,2,170,13,UC,17,9.4,1,0,,
FR61,2,170,13,UC,17.9,8,2,0,,
FR61,2,170,13,Pl,19.7,8.1,1,0,,
FR61,2,170,13,Pl,20.1,8.5,1,0,,
FR61,2,170,13,UC,20.2,10.2,2,0,,
FR61,2,170,13,UC,20.6,10.3,1,0,,
FR61,2,170,13,UC,22.3,10.3,1,0,,
FR61,2,170,13,UC,23.1,9.6,1,0,,
FR61,2,170,13,UC,23.7,8.3,1,0,,
FR61,2,170,13,UC,24.3,8.9,1,0,,
FR61,2,170,13,UC,25.3,7.6,2,0,,
FR61,2,170,13,UC,25.8,9.9,2,0,,
FR61,2,170,13,UC,26.3,9.5,2,0,,
FR61,2,170,13,UC,31.1,13.6,1,0,,
FR61,2,170,13,UC,32.8,7.6,1,0,,
FR61,2,170,13,UC,33.2,7.6,4,0,,
FR61,2,170,13,UC,34.3,21.6,1,0,,
FR61,2,170,13,UC,42.2,8.7,3,0,,
FR61,2,170,13,UC,42.5,9.5,2,0,,
FR61,2,170,13,UC,49.2,10.5,2,0,,
FR61,2,170,13,UC,49.7,9,2,0,,
FR61,2,170,13,UC,49.9,10.1,2,0,,
FR62,1,40,3,UC,20.7,16.9,4,0,,
FR62,1,40,3,UC,46.6,17.3,5,0,,
FR62,2,130,0,UC,6.5,17.7,3,0,,
FR62,2,130,0,UC,7.2,21.9,4,0,,
FR62,2,130,0,UC,23.3,17,5,0,,
FR62,2,130,0,UC,27.7,36,4,0,,
FR63,1,190,7,UC,8,13,4,0,,
FR63,1,190,7,UC,15.7,8.7,4,<1,,
FR63,1,190,7,UC,16.9,16.8,4,<1,,
FR63,1,190,7,UC,16.7,13.9,4,<1,,
FR63,1,190,7,UC,18.5,11,5,0,,
FR63,1,190,7,UC,18.9,9.8,5,0,,
FR63,1,190,7,UC,19.5,14,5,2,,
FR63,1,190,7,UC,24.2,8.7,5,3,,
FR63,1,190,7,UC,26.3,9.7,5,1,,
FR63,1,190,7,UC,43.7,8.4,5,1,,
FR63,2,280,13,UC,2.4,14.4,5,3,,
FR63,2,280,13,UC,15.6,15.5,4,<1,,
FR63,2,280,13,UC,21.7,10.6,5,<1,,
FR63,2,280,13,UC,38.8,14,5,0,,
FR63,2,280,13,UC,39.3,9.7,5,0,,
FR63,2,280,13,UC,39.5,9.8,5,1,,
FR63,2,280,13,UC,39.7,7.7,4,0,,
FR63,2,280,13,UC,40.2,10.7,5,0,,
FR63,2,280,13,UC,44.7,12,4,<1,,
FR63,2,280,13,UC,46.7,10.5,5,0,,
FR64,1,130,0,UC,1.6,10.5,5,0,,
FR64,1,130,0,UC,17.7,7.6,4,0,,
FR64,1,130,0,UC,24.4,11.3,3,0,,
FR64,1,130,0,UC,26.7,18,5,0,,
FR64,1,130,0,UC,29.4,14.6,4,0,,
FR64,1,130,0,U,30.5,8,3,<1,,
FR64,1,130,0,UC,31.6,8.7,5,0,,
FR64,1,130,0,UC,31.8,7.8,4,0,,
FR64,1,130,0,UC,31.9,11,4,0,,
FR64,1,130,0,UC,33.8,15.5,4,0,,
FR64,1,130,0,UC,34,19,4,0,,
FR64,1,130,0,UC,35.7,14.3,5,0,,
FR64,1,130,0,UC,37.5,10.5,3,0,,
FR64,1,130,0,UC,37.7,25,5,0,,
FR64,1,130,0,UC,38.2,20.5,4,0,,
FR64,1,130,0,UC,41.1,15.3,5,0,,
FR64,1,130,0,UC,42.2,15.5,4,0,,
FR64,1,130,0,UC,42.4,15,5,0,,
FR64,1,130,0,UC,42.2,7.6,4,0,,
FR64,1,130,0,UC,44,26.9,4,0,,
FR64,1,130,0,UC,45.1,8.7,4,0,,
FR64,1,130,0,UC,46,8.8,5,0,,
FR64,1,130,0,UC,46.7,19.3,4,0,,
FR64,1,130,0,UC,48.1,12.3,3,0,,
FR64,2,40,0,UC,6.6,8.5,5,0,,
FR64,2,40,0,UC,6.6,11,5,0,,
FR64,2,40,0,UC,7.9,23,5,<1,,
FR64,2,40,0,UC,8.3,12.7,4,<1,,
FR64,2,40,0,UC,9.7,16.5,4,<1,,
FR64,2,40,0,UC,20.4,9.7,5,0,,
FR64,2,40,0,UC,20.3,11.1,5,1,,
FR64,2,40,0,UC,21.3,9.2,3,0,,
FR64,2,40,0,UC,28.2,12.3,5,0,,
FR64,2,40,0,UC,34.3,16.2,3,0,,
FR64,2,40,0,UC,36.3,20.2,4,0,,
FR64,2,40,0,UC,37.8,14.5,4,0,,
FR64,2,40,0,UC,38,11.4,4,0,,
FR64,2,40,0,UC,38.4,16,4,0,,
FR64,2,40,0,UC,38.5,17.8,4,0,,
FR64,2,40,0,UC,38.7,12.6,5,0,,
FR64,2,40,0,UC,41.7,8.5,3,0,,
FR64,2,40,0,UC,44.1,8.1,2,0,,
FR64,2,40,0,UC,44.1,10.7,3,<1,,
FR64,2,40,0,UC,45.1,7.8,4,<1,,
FR64,2,40,0,UC,46.5,8,5,<1,,
FR65,1,150,"0, 33",NA,NA,NA,NA,NA,,no CWD on line
FR65,2,40,0,NA,NA,NA,NA,NA,,no CWD on line
FR66,1,140,"9, 5",UC,1.2,17.3,4,0,,
FR66,1,140,"9, 5",UC,3.8,18.7,5,0,,
FR66,1,140,"9, 5",UC,9.5,8.2,5,0,,
FR66,1,140,"9, 5",UC,11.1,11,4,0,,
FR66,1,140,"9, 5",UC,12.7,13.6,4,0,,
FR66,1,140,"9, 5",UC,13.3,11.6,5,0,,
FR66,1,140,"9, 5",UC,17.9,10.2,4,0,,
FR66,1,140,"9, 5",UC,19.5,15,5,0,,
FR66,1,140,"9, 5",UC,20.4,17.3,5,0,,
FR66,1,140,"9, 5",UC,21.4,8.5,5,0,,
FR66,1,140,"9, 5",UC,24.3,19.7,4,0,,
FR66,1,140,"9, 5",UC,26.2,19.3,4,0,,
FR66,1,140,"9, 5",UC,26.7,22.5,3,0,,
FR66,1,140,"9, 5",UC,30.7,13,5,0,,
FR66,1,140,"9, 5",UC,31,16,4,0,,
FR66,1,140,"9, 5",UC,32.6,22.7,4,0,,
FR66,1,140,"9, 5",UC,33.5,15.5,4,0,,
FR66,1,140,"9, 5",UC,37.5,16.4,4,0,,
FR66,1,140,"9, 5",UC,39.5,24.5,4,0,,
FR66,1,140,"9, 5",UC,39.9,17.5,3,0,,
FR66,1,140,"9, 5",UC,40.5,11.9,5,0,,
FR66,1,140,"9, 5",UC,41.5,17.6,4,0,,
FR66,1,140,"9, 5",UC,41.4,15.8,4,0,,
FR66,1,140,"9, 5",UC,41.4,13.6,4,0,,
FR66,1,140,"9, 5",UC,41.5,14,2,1,,
FR66,1,140,"9, 5",UC,42,11.7,4,0,,
FR66,1,140,"9, 5",UC,42.7,13.6,3,0,,
FR66,1,140,"9, 5",UC,42.7,15.2,5,0,,
FR66,1,140,"9, 5",UC,43.3,15.5,4,0,,
FR66,1,140,"9, 5",UC,45.1,21.5,5,0,,
FR66,1,140,"9, 5",UC,45.4,11.3,5,0,,
FR66,1,140,"9, 5",UC,46.6,19.1,3,0,,
FR66,1,140,"9, 5",UC,47.3,16.3,4,<1,,
FR66,1,140,"9, 5",UC,49.5,11.3,4,0,,
FR66,1,140,"9, 5",UC,49.8,9.4,4,0,,
FR66,2,50,5,UC,49.6,20.2,4,0,,
FR66,2,50,5,UC,48.6,11.3,3,0,,
FR66,2,50,5,UC,42.8,8.3,4,0,,
FR66,2,50,5,UC,37.8,21.9,4,0,,
FR66,2,50,5,UC,37.3,12.4,4,0,,
FR66,2,50,5,UC,32.7,15.9,5,0,,
FR66,2,50,5,UC,30.1,19,4,0,,
FR66,2,50,5,UC,29.4,20.4,4,0,,
FR66,2,50,5,UC,29.6,16.1,5,1,,
FR66,2,50,5,UC,29.1,14.7,4,0,,
FR66,2,50,5,UC,28.9,12.2,4,0,,
FR66,2,50,5,UC,27.1,21.9,3,0,,
FR66,2,50,5,UC,19.4,15,5,0,,
FR66,2,50,5,UC,14.1,21.8,4,0,,
FR66,2,50,5,UC,9.9,26.6,4,0,,
FR66,2,50,5,UC,9.5,12.1,3,1,,
FR66,2,50,5,UC,8.8,24.1,4,0,,
FR66,2,50,5,UC,7,16.1,5,0,,
FR66,2,50,5,UC,5.9,12,5,0,,
FR66,2,50,5,UC,4.8,20,4,0,,
FR66,2,50,5,UC,4.4,17.3,4,0,,
FR66,2,50,5,UC,3.8,12.8,4,0,,
FR66,2,50,5,UC,1,16,4,0,,
FR67,1,220,"10, 0",Pl,7.9,9.9,1,0,,
FR67,1,220,"10, 0",UC,40.3,15.5,4,0,,
FR67,1,220,"10, 0",UC,44,18.5,5,<1,,
FR67,1,220,"10, 0",UC,49.3,13.5,3,<1,,
FR67,2,130,"14, 0, 5, 9",UC,45.7,9.3,4,2,,
FR68,1,20,15,UC,3,16.7,5,0,,
FR68,1,20,15,UC,3.5,16.5,5,0,,
FR68,1,20,15,UC,10.9,31.3,5,0,15,
FR68,1,20,15,UC,21,11,4,0,,
FR68,1,20,15,UC,23.9,13.2,4,1,,
FR68,1,20,15,UC,28.6,21.7,4,1,,
FR68,1,20,15,UC,30.8,9.9,4,3,,
FR68,1,20,15,UC,35.4,31.5,4,1,17,
FR68,1,20,15,UC,41.9,12.2,3,0,,
FR68,1,20,15,U,42.5,13.1,3,0,,
FR68,1,20,15,UC,43.5,11.6,4,0,,
FR68,1,20,15,UC,44.6,8.9,4,4,,
FR68,1,20,15,UC,46.3,9.2,2,3,,
FR68,2,110,22,UC,10.5,10.2,3,4,,
FR68,2,110,22,UC,21.5,13,4,6,,
FR68,2,110,22,UC,38.9,22.2,4,<1,,
FR68,2,110,22,UC,39.7,14.3,4,0,,
FR68,2,110,22,UC,40.4,8.4,5,0,,
FR68,2,110,22,UC,41.7,20.5,4,0,,
FR68,2,110,22,UC,44.9,14.1,4,2,,
FR68,2,110,22,UC,49.9,12.5,2,<1,,
FR69,1,190,0,UC,2.5,9.7,2,0,,
FR69,1,190,0,Pl,3.6,13.7,2,0,,
FR69,1,190,0,UC,3.8,13.4,3,0,,
FR69,1,190,0,UC,4.1,13.1,2,0,,
FR69,1,190,0,UC,5.2,8.4,2,0,,
FR69,1,190,0,Pl,6.7,12.2,2,0,,
FR69,1,190,0,Pl,8.4,7.9,2,0,,
FR69,1,190,0,UC,10.5,12.5,5,1,,
FR69,1,190,0,UC,12.9,9.9,2,0,,
FR69,1,190,0,UC,13.6,8.7,2,0,,
FR69,1,190,0,Pl,14.7,8.1,1,0,,
FR69,1,190,0,UC,15.7,10.5,2,0,,
FR69,1,190,0,UC,18.1,11.5,2,0,,
FR69,1,190,0,UC,24.1,11.4,2,0,,
FR69,1,190,0,UC,26.2,11.5,4,8,,
FR69,1,190,0,UC,26.6,28.1,4,<1,,
FR69,1,190,0,UC,27.6,11.9,2,0,,
FR69,1,190,0,UC,28.3,33.4,3,1,,
FR69,1,190,0,UC,30.1,12.3,1,0,,
FR69,1,190,0,UC,30.8,23.7,5,0,,
FR69,1,190,0,UC,31.4,9.4,1,0,,
FR69,1,190,0,UC,31.7,23.8,3,0,,
FR69,1,190,0,UC,33.6,25.9,3,8,,
FR69,1,190,0,UC,40,12.7,2,0,,
FR69,1,190,0,UC,41.3,8.7,2,0,,
FR69,1,190,0,Pl,44.1,8.2,1,0,,
FR69,1,190,0,UC,46.8,11.7,3,0,,
FR69,1,190,0,UC,47.4,9.9,2,0,,
FR69,1,190,0,UC,47.4,10.2,2,0,,
FR69,1,190,0,UC,47.9,18,3,0,,
FR69,1,190,0,UC,48,10.7,2,15,,
