PlotID,Transect,Bearing_deg,Slope_%,Species,Location_m,Diam_cm,Decay_class,char_depth_mm,Stump_height_cm,Notes
FR01,1,4,,UC,9.7,8.4,3,,,
FR01,1,4,,UC,8.5,22.3,3,,,
FR01,1,4,,UC,5.2,27.2,3,,,
FR01,1,4,,Pl,22.3,9.7,2,,,
FR01,1,4,,UC,22,8.4,3,,,
FR01,1,4,,UC,21.7,9.4,3,,,
FR01,1,4,,UC,18.6,12.7,3,,,
FR01,1,4,,UC,13.7,13.2,3,,,
FR01,1,4,,Pl,13.2,9.4,2,,,
FR01,1,4,,Sx,8.5,9.5,2,,,
FR01,1,4,,UC,3.2,16.3,3,,,
FR01,1,4,,UC,0.4,10.5,3,,,
FR01,1,4,,Pl,1.6,12.2,2,,,
FR01,1,4,,UC,2.2,8.8,2,,,
FR01,1,4,,UC,2.6,11,2,,,
FR01,1,4,,UC,3.7,7.6,3,,,
FR01,1,4,,Pl,5.2,11,2,,,
FR01,2,94,,UC,2.7,20,3,,,
FR01,2,94,,UC,3.4,23.2,5,,,
FR01,2,94,,UC,1.9,30.4,4,,,
FR01,2,94,,UC,2.5,24.8,3,,,
FR01,2,94,,UC,3.2,14.4,4,,,
FR01,2,94,,Bl,7.2,8.5,2,,,
FR01,2,94,,UC,7.9,15.5,3,,,
FR01,2,94,,UC,10.2,9.5,2,,,
FR01,2,94,,Bl,12,8.4,2,,,
FR01,2,94,,UC,16.2,11.2,2,,,
FR01,2,94,,Pl,16.6,8.3,2,,,
FR01,2,94,,UC,17.8,28.5,4,,,
FR01,2,94,,UC,21.2,9.4,2,,,
FR01,2,94,,Pl,27.4,8.9,2,,,
FR01,2,94,,UC,28.7,8.2,2,,,
FR01,2,94,,UC,34.8,10.7,4,,,
FR02,1,242,12,UC,30.7,17.8,3,,,
FR02,1,242,12,UC,32.7,40.6,3,,,
FR02,1,242,12,UC,33.9,20.8,4,,,
FR02,1,242,12,UC,35.3,21.5,3,,,
FR02,1,242,12,UC,39.1,38.9,3,,,
FR02,1,242,12,UC,39.2,30.9,4,,,
FR02,1,242,12,UC,41.5,36.1,5,,,
FR02,1,242,12,UC,41.8,27.6,3,,,
FR02,1,242,12,Pl,43.9,7.8,3,,,
FR02,1,242,12,UC,44.2,10.5,4,,,
FR02,1,242,12,UC,44.4,17,5,,,
FR02,1,242,12,UC,50,29.2,4,,,
FR02,1,242,12,UC,49.4,17.2,4,,,
FR02,1,242,12,UC,48.7,10.4,4,,,
FR02,1,242,12,UC,3,21.9,4,,,
FR02,1,242,12,UC,5.1,8.6,3,,,
FR02,1,242,12,UC,5.5,13.7,3,,,
FR02,1,242,12,UC,7.7,35.2,3,,,
FR02,1,242,12,UC,9.7,9.7,4,,,
FR02,1,242,12,UC,9.9,30,3,,,
FR02,1,242,12,UC,11.2,33.9,3,,,
FR02,1,242,12,UC,15.3,35.1,3,,,
FR02,1,242,12,UC,15.6,11.6,4,,,
FR02,1,242,12,UC,18.3,15.7,4,,,
FR02,1,242,12,UC,20.6,13.4,3,,,
FR02,1,242,12,Pl,21,9.5,3,,,
FR02,1,242,12,UC,24,24.9,3,,,
FR02,1,242,12,UC,25.7,10.8,3,,,
FR02,1,242,12,UC,26.2,24.3,3,,,
FR02,2,332,6,UC,48.2,14.8,3,,,
FR02,2,332,6,UC,47.8,14.1,3,,,
FR02,2,332,6,UC,47.6,23.2,3,,,
FR02,2,332,6,UC,47,38.1,3,,,
FR02,2,332,6,UC,46.7,30.2,3,,,
FR02,2,332,6,UC,45.6,25.2,3,,,
FR02,2,332,6,UC,45.5,34.1,4,,,
FR02,2,332,6,UC,45,18.6,3,,,
FR02,2,332,6,UC,42.7,25.5,3,,,
FR02,2,332,6,UC,42.1,8.5,4,,,
FR02,2,332,6,UC,39.5,16.7,3,,,
FR02,2,332,6,UC,37.5,12.4,3,,,
FR02,2,332,6,UC,36.6,13.2,3,,,
FR02,2,332,6,UC,36.3,25.7,4,,,
FR02,2,332,6,UC,36,38.6,3,,,
FR02,2,332,6,UC,35.7,24.5,3,,,
FR02,2,332,6,UC,33.2,29.7,3,,,
FR02,2,332,6,UC,29.6,18.1,5,,,
FR02,2,332,6,UC,24.5,20.4,5,,,
FR02,2,332,6,UC,22.2,8.8,3,,,
FR02,2,332,6,UC,21.4,16.9,5,,,
FR02,2,332,6,UC,15.5,47.3,3,,,
FR02,2,332,6,UC,15,24.5,3,,,
FR02,2,332,6,UC,13.4,10.1,4,,,
FR02,2,332,6,UC,11.7,20.8,4,,,
FR02,2,332,6,UC,9.3,24.3,3,,,
FR02,2,332,6,UC,8.5,33.9,3,,,
FR02,2,332,6,UC,7,41.1,3,,,
FR02,2,332,6,UC,5.6,34.5,3,,,
FR02,2,332,6,UC,2.4,22.6,3,,,
FR02,2,332,6,UC,1.8,32.7,3,,,
FR02,2,332,6,UC,1.6,8.6,4,,,
FR02,2,332,6,UC,0.8,18.6,3,,,
FR03,1,312,3,Sx,1.9,16.7,3,,,
FR03,1,312,3,Sx,2.5,10,3,,,
FR03,1,312,3,UC,6.1,8.2,2,,,
FR03,1,312,3,UC,6.5,21.8,4,,,
FR03,1,312,3,UC,10.7,10,2,,,
FR03,1,312,3,UC,12.2,26.1,2,,,
FR03,1,312,3,Sx,13.6,9.2,2,,,
FR03,1,312,3,UC,14.5,20.9,2,,,
FR03,1,312,3,Sx,16,56,2,,70.1,
FR03,1,312,3,UC,18.5,12.4,2,,,
FR03,1,312,3,UC,28.5,12,2,,,
FR03,1,312,3,Sx,37.1,10.4,2,,,
FR03,1,312,3,UC,37.7,18,2,,,
FR03,1,312,3,UC,37.8,12.6,2,,,
FR03,1,312,3,UC,38,12.9,4,,,
FR03,1,312,3,Sx,39.8,11.3,2,,,
FR03,1,312,3,UC,41.8,24.3,3,,,
FR03,1,312,3,Sx,42.9,17.4,2,,,
FR03,1,312,3,Sx,49.1,10.8,2,,,
FR03,2,222,10,UC,0.6,16.6,2,,,
FR03,2,222,10,Sx,0.9,12.1,2,,,
FR03,2,222,10,UC,2,31.4,2,,,
FR03,2,222,10,Sx,2.3,11.5,2,,,
FR03,2,222,10,UC,7.2,14.2,2,,,
FR03,2,222,10,UC,9.9,14.9,2,,35,
FR03,2,222,10,UC,12.8,38,2,,42,
FR03,2,222,10,UC,13.7,18.4,2,,,
FR03,2,222,10,UC,18,9,2,,,
FR03,2,222,10,UC,34.4,11.2,2,,,
FR03,2,222,10,UC,35.1,19.4,2,,,
FR03,2,222,10,UC,37.8,10.1,2,,,
FR03,2,222,10,UC,38.7,24.4,2,,25,
FR03,2,222,10,UC,39,19.1,2,,,
FR03,2,222,10,UC,40,8,2,,,
FR03,2,222,10,Pl,42.1,11.9,2,,,
FR03,2,222,10,Bl,43.7,13.4,2,,,
FR03,2,222,10,UC,45.2,28.1,2,,,
FR03,2,222,10,UC,42.5,14.5,2,,,
FR03,2,222,10,UC,45,21,5,,,
FR03,2,222,10,UC,47.5,8.8,2,,,
FR03,2,222,10,Bl,47.8,27.6,2,,,
FR03,2,222,10,Bl,48.8,27.3,2,,,
FR03,2,222,10,Bl,49.5,11,1,,,
FR04,1,212,0,NA,NA,NA,NA,,,no CWD
FR04,2,122,4,NA,NA,NA,NA,,,no CWD
FR05,1,130,0,UC,0.3,22.2,4,,,
FR05,1,130,0,UC,0.8,25.6,4,,,
FR05,1,130,0,UC,5.6,18.2,2,,,
FR05,1,130,0,Bl,6.1,7.9,1,,,
FR05,1,130,0,UC,6.3,19.6,2,,,
FR05,1,130,0,U,10.1,8.9,3,,,
FR05,1,130,0,U,12.6,14.1,2,,,
FR05,1,130,0,UC,15.3,15.5,2,,,
FR05,1,130,0,U,16.7,14.6,3,,,
FR05,1,130,0,U,17.5,21.9,3,,,
FR05,1,130,0,U,19.5,21,5,,,
FR05,1,130,0,U,23.1,18.5,4,,,
FR05,1,130,0,U,26.4,37,4,,31,
FR05,1,130,0,Bl,29.2,8.9,1,,,
FR05,1,130,0,U,29.7,13.8,2,,,
FR05,1,130,0,U,30.6,10.3,3,,,
FR05,1,130,0,U,31.1,26.3,3,,,
FR05,1,130,0,UC,32.1,17,2,,,
FR05,1,130,0,UC,32.5,19.4,4,,,
FR05,1,130,0,UC,33,19.2,2,,,
FR05,1,130,0,U,36.9,15.6,2,,,
FR05,1,130,0,U,37.3,9.7,2,,,
FR05,1,130,0,UC,10.9,31.6,2,,,
FR05,1,130,0,UC,41.3,31.1,4,,,
FR05,1,130,0,UC,43.3,26.9,4,,,
FR05,1,130,0,UC,47.9,35.5,5,,,
FR05,2,60,"24, 43",UC,2,24.5,2,,,
FR05,2,60,"24, 43",Sx,4.1,36.8,2,,,
FR05,2,60,"24, 43",UC,6.1,18.4,3,,,
FR05,2,60,"24, 43",UC,7.4,16.9,3,,,
FR05,2,60,"24, 43",UC,14.7,12.1,3,,,
FR05,2,60,"24, 43",U,15.3,30.5,5,,,
FR05,2,60,"24, 43",U,16.4,12,5,,,
FR05,2,60,"24, 43",UC,16.1,11.4,2,,,
FR05,2,60,"24, 43",U,20.2,8,3,,,
FR05,2,60,"24, 43",Bl,21.4,7.9,1,,,
FR05,2,60,"24, 43",UC,21.4,27.7,3,,,
FR05,2,60,"24, 43",UC,21.4,14.6,3,,,
FR05,2,60,"24, 43",UC,22,20.7,4,,,
FR05,2,60,"24, 43",UC,25.3,18.9,4,,,
FR05,2,60,"24, 43",U,26.6,9.5,3,,,
FR05,2,60,"24, 43",U,27.1,12.3,2,,,
FR05,2,60,"24, 43",UC,28,17.7,3,,,
FR05,2,60,"24, 43",UC,30.5,11.6,4,,,
FR05,2,60,"24, 43",UC,33.5,17.4,4,,,
FR05,2,60,"24, 43",UC,36.2,16.6,3,,,
FR05,2,60,"24, 43",UC,49.9,23,4,,,
FR06,1,240,18,U,1.6,9.3,2,,,
FR06,1,240,18,U,1.9,17.1,2,,,
FR06,1,240,18,Sx,2.8,37.5,2,,38,
FR06,1,240,18,UC,11.7,17.5,2,,,
FR06,1,240,18,UC,20,13.4,2,,,
FR06,1,240,18,UC,21.1,23,2,,,
FR06,1,240,18,U,27.4,10.2,2,,,
FR06,1,240,18,U,29.9,8.7,2,,,
FR06,1,240,18,UC,37.8,16.4,2,,,
FR06,1,240,18,U,41.9,11.7,2,,,
FR06,2,150,0,UC,5.2,13.2,2,,,
FR06,2,150,0,U,14.7,8.3,2,,,
FR06,2,150,0,Sx,19.1,37.5,2,,44,
FR06,2,150,0,U,21.2,17,4,,,
FR06,2,150,0,UC,23.9,25,2,,,
FR06,2,150,0,Sx,27.2,41.8,2,,39,
FR06,2,150,0,U,30.5,10.2,2,,,
FR06,2,150,0,U,30.7,11.7,3,,,
FR06,2,150,0,Sx,31.4,10.8,2,,,
FR06,2,150,0,U,36.7,23.2,2,,,
FR06,2,150,0,U,37.8,13.9,2,,,
FR06,2,150,0,U,38.8,18.2,2,,,
FR06,2,150,0,U,39.7,15.2,2,,,
FR06,2,150,0,U,43.2,8.9,2,,,
FR06,2,150,0,U,43.1,7.6,2,,,
FR06,2,150,0,U,43.9,10,2,,,
FR06,2,150,0,U,47.3,14.5,2,,,
FR06,2,150,0,U,49.3,9.5,2,,,
FR06,2,150,0,UC,49.8,26.8,2,,25,
FR07,1,310,10,UC,28.5,8.5,1,,,
FR07,1,310,10,Pl,33.4,14.1,2,,26,
FR07,1,310,10,UC,38.3,7.6,2,,,
FR07,1,310,10,UC,42.3,31,2,,,
FR07,2,220,5,Pl,0.1,8.2,1,,,
FR07,2,220,5,Pl,1.5,8.7,1,,,
FR07,2,220,5,UC,6.1,29.5,2,,36,
FR07,2,220,5,UC,13.3,7.6,2,,,
FR07,2,220,5,Pl,47.3,9.1,1,,17,
FR08,1,280,12,UC,7,9.7,3,,,
FR08,1,280,12,UC,8.2,8.7,3,,,
FR08,1,280,12,UC,23.5,10,5,,,
FR08,1,280,12,UC,27,13,4,,,
FR08,1,280,12,UC,32.4,9.5,4,,,
FR08,1,280,12,UC,36.5,9.5,4,,,
FR08,1,280,12,UC,39.5,32.7,4,,,
FR08,2,190,20,UC,47.9,16.7,4,,,
FR08,2,190,20,UC,46.5,14.7,4,,,
FR08,2,190,20,UC,3.8,8.7,3,,,
FR08,2,190,20,UC,24.7,9.9,3,,,
FR09,1,40,"34, 18",Pl,1,11.2,1,,,
FR09,1,40,"34, 18",Pl,3,11.2,1,,,
FR09,1,40,"34, 18",Pl,7,8.1,1,,,
FR09,1,40,"34, 18",Pl,10,7.6,1,,,
FR09,1,40,"34, 18",Pl,10.4,9.3,1,,,
FR09,1,40,"34, 18",Pl,20.4,7.7,1,,,
FR09,1,40,"34, 18",UC,40.9,7.6,2,,,
FR09,1,40,"34, 18",Pl,43.9,7.9,1,,,
FR09,1,40,"34, 18",Pl,46.5,9.7,2,,,
FR09,2,130,10,UC,21,10.7,2,,,
FR09,2,130,10,Pl,27,9.5,1,,,
FR09,2,130,10,UC,27.5,8.7,1,,,
FR09,2,130,10,UC,37.1,27.5,3,,,
FR09,2,130,10,UC,37.9,15.5,3,,,
FR09,2,130,10,UC,38,18.5,2,,,
FR10,1,45,,UC,8.8,7.6,4,,,
FR10,1,45,,UC,11.3,8,5,,,
FR10,1,45,,UC,14.8,13.7,2,,,
FR10,1,45,,UC,16,23.4,2,,,
FR10,1,45,,Sx,16.4,39.5,2,,,
FR10,1,45,,UC,27.3,13.5,2,,,
FR10,1,45,,UC,28.7,21.5,3,,,
FR10,1,45,,UC,28.9,20.9,3,,,
FR10,1,45,,UC,45.2,9,2,,,
FR10,1,45,,UC,47.7,15.3,2,,,
FR10,2,135,,UC,9.2,24.3,2,,,
FR10,2,135,,UC,12.3,18.9,3,,,
FR10,2,135,,UC,22.5,13.9,2,,,
FR10,2,135,,UC,25.3,12.3,2,,,
FR10,2,135,,UC,27.6,13.9,2,,,
FR10,2,135,,UC,29.7,17.2,2,,,
FR10,2,135,,Sx,39,9.8,1,,,
FR10,2,135,,Sx,41.6,11.8,1,,,
FR10,2,135,,UC,43.3,8.9,2,,,
FR11,1,100,12,UC,1.2,21.7,4,0,,
FR11,1,100,12,UC,1.5,34.5,4,0,,
FR11,1,100,12,U,5,13.5,3,0,,
FR11,1,100,12,U,7.6,33,5,0,,
FR11,1,100,12,UC,8.6,30.7,4,0,,
FR11,1,100,12,UC,15.8,50,4,0,,
FR11,1,100,12,UC,16.7,10.2,4,0,,
FR11,1,100,12,UC,18.8,17.7,4,0,,
FR11,1,100,12,UC,21.4,33.5,5,0,,
FR11,1,100,12,U,29.3,14.9,3,0,,
FR11,1,100,12,UC,34.6,26.9,3,0,,
FR11,1,100,12,UC,35.2,11.5,3,0,,
FR11,1,100,12,UC,38.9,9.2,4,0,,
FR11,1,100,12,UC,41.1,37,3,0,,
FR11,1,100,12,UC,44.1,29.7,4,0,,
FR11,1,100,12,UC,44.5,25.8,3,0,,
FR11,1,100,12,UC,45.2,28.6,3,0,,
FR11,1,100,12,UC,46,26.7,4,0,,
FR11,1,100,12,UC,46.5,16.5,4,0,,
FR11,1,100,12,UC,47.7,11.5,5,0,,
FR11,2,190,11,UC,0.5,27,5,0,,
FR11,2,190,11,UC,3.4,15.6,3,0,,
FR11,2,190,11,UC,7.9,17.2,3,0,,
FR11,2,190,11,UC,9,44,5,0,,
FR11,2,190,11,UC,9.7,24,4,0,,
FR11,2,190,11,UC,12.7,36,4,0,,
FR11,2,190,11,UC,14.6,29,4,0,,
FR11,2,190,11,UC,16,17.2,3,0,,
FR11,2,190,11,UC,25.6,47.8,5,0,,
FR11,2,190,11,UC,30.1,8.4,4,3,,
FR11,2,190,11,U,31.2,30.2,4,0,,
FR11,2,190,11,UC,32.1,30.2,4,0,,
FR11,2,190,11,UC,32.8,38.5,4,0,,
FR11,2,190,11,UC,40.4,37.3,3,0,,
FR11,2,190,11,UC,41.8,26.7,4,0,,
FR11,2,190,11,UC,43,24.9,3,0,,
FR11,2,190,11,UC,46.8,50.5,4,0,,
FR11,2,190,11,UC,49.8,14.3,3,0,,
FR12,1,70,0,UC,2.9,26.2,2,3,,
FR12,1,70,0,Sx,5.4,12.5,1,0,,
FR12,1,70,0,UC,5.9,10.4,1,0,,
FR12,1,70,0,UC,8.8,8.5,3,0,,
FR12,1,70,0,UC,11.1,10.4,1,0,,
FR12,1,70,0,UC,13.7,30.2,4,0,,
FR12,1,70,0,Sx,15.3,9.6,1,0,,
FR12,1,70,0,UC,16.1,8.8,2,<1,,
FR12,1,70,0,UC,20,19,2,<1,,
FR12,1,70,0,UC,22,25.3,4,0,,
FR12,1,70,0,Sx,25.7,37.1,3,0,,
FR12,1,70,0,UC,29.8,26,2,3,,
FR12,1,70,0,UC,33.4,21.2,2,1,,
FR12,1,70,0,UC,37.9,8.5,1,0,,
FR12,1,70,0,UC,41,13.7,1,0,,
FR12,1,70,0,UC,44.1,16.5,4,5,,
FR12,1,70,0,UC,45.7,14.3,1,0,,
FR12,1,70,0,UC,46.5,22.2,1,0,,
FR12,1,70,0,UC,47.4,29.6,2,0,,
FR12,1,70,0,UC,48.6,25.5,4,0,,
FR12,1,70,0,UC,49.1,13.5,2,1,,
FR12,2,160,0,UC,6,8.4,2,0,,
FR12,2,160,0,UC,20.8,32.9,5,0,,
FR12,2,160,0,UC,21.5,28,5,0,,
FR12,2,160,0,UC,21.8,12.7,4,<1,,
FR12,2,160,0,UC,22.4,24,2,0,,
FR12,2,160,0,Sx,26.3,33.9,3,<1,,
FR12,2,160,0,UC,31.9,33.1,3,2,,
FR12,2,160,0,UC,38,9.6,2,<1,,
FR12,2,160,0,UC,40.1,29.4,4,0,,
FR12,2,160,0,UC,41.2,10.1,1,0,,
FR13,1,100,"15, 17",UC,0.2,8,2,0,,
FR13,1,100,"15, 17",UC,1,8.2,2,0,,
FR13,1,100,"15, 17",UC,2.1,9.5,3,1,,burn pile
FR13,1,100,"15, 17",UC,5.2,8.8,3,1,,burn pile
FR13,1,100,"15, 17",UC,7.2,22,2,100,,burn pile
FR13,1,100,"15, 17",UC,7.8,9.5,2,2,,burn pile
FR13,1,100,"15, 17",UC,8.9,17.5,2,200,,burn pile
FR13,1,100,"15, 17",UC,10.1,33.6,1,140,,burn pile
FR13,1,100,"15, 17",UC,11.8,15,2,150,,burn pile
FR13,1,100,"15, 17",UC,12,8.4,2,100,,burn pile
FR13,1,100,"15, 17",UC,13.7,18.1,2,7,,burn pile
FR13,1,100,"15, 17",UC,15.1,30.9,1,6,,burn pile
FR13,1,100,"15, 17",UC,19,35.5,5,0,,
FR13,1,100,"15, 17",UC,32.9,34.5,4,3,,
FR13,1,100,"15, 17",UC,40.1,10.2,2,0,,
FR13,1,100,"15, 17",UC,41.9,15,3,0,,
FR13,1,100,"15, 17",UC,42.7,8,3,0,,
FR13,1,100,"15, 17",UC,43,20,3,0,23,
FR13,2,190,"0, 7",UC,4.7,15.2,1,0,,
FR13,2,190,"0, 7",UC,5.4,14,1,0,30,
FR13,2,190,"0, 7",UC,5.9,18.7,2,3,,
FR13,2,190,"0, 7",UC,6.9,7.7,1,0,,
FR13,2,190,"0, 7",UC,7.2,7.5,1,0,,
FR13,2,190,"0, 7",UC,11.3,13.9,2,2,,
FR13,2,190,"0, 7",UC,11.6,12.1,2,1,,
FR13,2,190,"0, 7",UC,11.2,8.9,2,0,,
FR13,2,190,"0, 7",UC,13.2,17,2,1,,
FR13,2,190,"0, 7",UC,22.7,8.2,1,0,,
FR13,2,190,"0, 7",UC,24.1,8.3,1,0,,
FR13,2,190,"0, 7",UC,27.2,8.7,3,2,,
FR13,2,190,"0, 7",UC,30.7,36.2,4,0,,
FR13,2,190,"0, 7",UC,31.5,10,1,0,,
FR13,2,190,"0, 7",UC,45.6,8.1,2,0,,
FR14,1,10,22,UC,0.7,31.9,2,2,,
FR14,1,10,22,Bl,3.8,36,1,0,,
FR14,1,10,22,UC,4.7,17.8,3,3,,
FR14,1,10,22,UC,7.3,38.5,2,5,,
FR14,1,10,22,UC,8,17,3,4,,
FR14,1,10,22,UC,8.2,23.6,4,3,,
FR14,1,10,22,UC,9.6,21.7,4,2,,
FR14,1,10,22,UC,10.2,29.6,3,1,,
FR14,1,10,22,UC,10.5,23.5,2,2,,
FR14,1,10,22,UC,11,28.7,2,1,,
FR14,1,10,22,UC,12.3,28.3,2,6,,
FR14,1,10,22,UC,13.7,34,2,7,,
FR14,1,10,22,UC,15.1,9.6,4,1,,
FR14,1,10,22,UC,16.8,10.1,2,10,,
FR14,1,10,22,UC,16.9,8,2,10,,
FR14,1,10,22,UC,17.2,11,3,1,,
FR14,1,10,22,UC,18.4,22.5,2,3,,
FR14,1,10,22,UC,20.4,28.8,2,4,,
FR14,1,10,22,UC,21.7,21.5,2,5,,
FR14,1,10,22,UC,22.9,12,4,<1,,
FR14,1,10,22,UC,24.4,25.5,2,<1,,
FR14,1,10,22,UC,29.5,31,1,<1,,
FR14,1,10,22,UC,32.6,12.5,1,0,,
FR14,1,10,22,UC,34.6,34.5,3,3,,
FR14,1,10,22,UC,36.5,37.2,3,<1,,
FR14,1,10,22,UC,41.5,14.5,1,0,,
FR14,1,10,22,UC,45.5,37.5,3,1,,
FR14,1,10,22,UC,46.5,12.7,2,2,,
FR14,1,10,22,UC,47.3,25.2,2,2,,
FR14,2,280,0,UC,4.1,35.2,2,2,,
FR14,2,280,0,UC,5.2,11.3,3,3,,
FR14,2,280,0,UC,6,16.2,2,10,,
FR14,2,280,0,UC,11.6,27.7,2,2,,
FR14,2,280,0,UC,12.7,44.5,2,3,,
FR14,2,280,0,UC,13.1,21.2,3,1,,
FR14,2,280,0,UC,17.8,12.2,3,3,,
FR14,2,280,0,UC,17.9,12.1,2,10,,
FR14,2,280,0,UC,19.2,49.1,2,5,,
FR14,2,280,0,UC,21.3,34,2,2,,
FR14,2,280,0,UC,24.2,36.7,2,1,,
FR14,2,280,0,UC,25.2,28,4,0,,
FR14,2,280,0,UC,26,27.7,2,0,,
FR14,2,280,0,UC,26.3,32,2,1,,
FR14,2,280,0,UC,29.1,59.5,2,1,,
FR14,2,280,0,UC,30.6,26.1,1,0,,
FR14,2,280,0,UC,33.1,48.9,4,<1,,
FR14,2,280,0,UC,37.6,36.2,2,2,,
FR14,2,280,0,UC,40.5,14.5,2,3,,
FR14,2,280,0,UC,41.2,50,2,2,,
FR14,2,280,0,UC,41.5,8,2,5,,
FR14,2,280,0,UC,46.5,31,1,4,,
FR14,2,280,0,UC,47.4,18,2,9,,
FR14,2,280,0,UC,47.8,12.6,2,2,,
FR14,2,280,0,UC,48.2,43.5,2,9,,
FR14,2,280,0,UC,48.5,11,2,4,,
FR14,2,280,0,UC,49.8,24.7,2,3,,
FR15,1,350,3,UC,0.1,17,4,0,,
FR15,1,350,3,UC,0.8,39,3,2,,
FR15,1,350,3,UC,2.7,12.8,2,0,,
FR15,1,350,3,UC,4.4,23.5,3,0,,
FR15,1,350,3,UC,5.2,20.4,1,0,,
FR15,1,350,3,UC,6.3,36.4,3,<1,,
FR15,1,350,3,UC,6.8,19.9,1,0,,
FR15,1,350,3,UC,6.9,21.1,1,0,,
FR15,1,350,3,UC,7.1,10.1,1,0,,
FR15,1,350,3,UC,8.5,12.5,4,0,,
FR15,1,350,3,UC,12.2,22.3,4,0,,
FR15,1,350,3,UC,14.7,17.2,2,0,,
FR15,1,350,3,UC,20.5,9.6,4,0,,
FR15,1,350,3,UC,21.8,31.6,4,<1,,
FR15,1,350,3,UC,23.2,13.4,1,0,,
FR15,1,350,3,UC,27.1,31.3,2,0,,
FR15,1,350,3,UC,27.8,11,3,<1,,
FR15,1,350,3,UC,28.6,13.5,3,0,,
FR15,1,350,3,UC,29.4,12.5,1,0,,
FR15,1,350,3,UC,34.6,32.4,1,0,,
FR15,1,350,3,UC,35.5,10.7,1,0,,
FR15,1,350,3,UC,35.5,23.6,2,<1,,
FR15,1,350,3,UC,36.2,27.6,1,0,,
FR15,1,350,3,UC,36.6,11.1,1,0,,
FR15,1,350,3,UC,37.8,14.2,1,0,,
FR15,1,350,3,UC,38.5,15.2,1,0,,
FR15,1,350,3,UC,39.3,13.6,1,0,,
FR15,1,350,3,UC,38.7,32.7,1,1,,
FR15,1,350,3,UC,39.8,10.2,1,0,,
FR15,1,350,3,UC,40.4,24.6,1,0,,
FR15,1,350,3,UC,40.9,21,1,0,,
FR15,1,350,3,UC,41.4,10.1,2,<1,,
FR15,1,350,3,UC,44.3,30.4,4,<1,,
FR15,1,350,3,UC,45.3,27.3,3,1,,
FR15,1,350,3,UC,45.9,26.9,2,<1,,
FR15,1,350,3,UC,46.2,24.6,1,0,,
FR15,1,350,3,UC,47.1,30.7,3,<1,,
FR15,1,350,3,UC,48.1,27.7,4,<1,,
FR15,2,260,42,UC,0.8,21.3,1,0,,
FR15,2,260,42,UC,0.8,13.9,2,0,,
FR15,2,260,42,UC,6.6,24.5,1,0,,
FR15,2,260,42,UC,6.8,15.2,1,0,,
FR15,2,260,42,UC,7.4,30.8,2,1,,
FR15,2,260,42,UC,8.4,21.2,1,0,,
FR15,2,260,42,UC,8.8,13.7,1,<1,,
FR15,2,260,42,UC,12.3,20.8,4,0,,
FR15,2,260,42,UC,12.8,37,4,0,,
FR15,2,260,42,UC,13.7,37,4,0,,
FR15,2,260,42,UC,13.9,12.8,1,0,,
FR15,2,260,42,UC,14.7,15.9,3,0,,
FR15,2,260,42,UC,15.8,14.6,1,0,,
FR15,2,260,42,UC,19,16.5,1,0,,
FR15,2,260,42,UC,20,26.5,3,0,,
FR15,2,260,42,UC,26.9,28.6,2,0,,
FR15,2,260,42,UC,27.9,19.9,1,0,,
FR15,2,260,42,UC,29.9,19.6,2,1,,
FR15,2,260,42,UC,37.7,16.4,2,1,,
FR15,2,260,42,UC,36.2,37.8,1,0,,
FR15,2,260,42,UC,39.6,21.5,3,0,,
FR15,2,260,42,UC,42.7,28.5,3,1,,
FR15,2,260,42,UC,44,21,1,0,,
FR15,2,260,42,UC,45.1,18.3,2,1,,
FR15,2,260,42,UC,46.7,20,1,0,,
FR15,2,260,42,UC,47,11,2,0,,
FR15,2,260,42,UC,47.4,8.2,2,0,,
FR15,2,260,42,UC,47.7,14.4,2,0,,
FR15,2,260,42,UC,49.6,30.2,4,<1,,
FR15,2,260,42,UC,49.9,14.9,2,0,,
FR16,1,160,"11, 5",UC,6.5,7.9,4,0,,
FR16,1,160,"11, 5",UC,8.2,29.5,3,<1,,
FR16,1,160,"11, 5",UC,22.6,28.5,4,0,38,
FR16,1,160,"11, 5",UC,35.7,25.7,4,0,,
FR16,1,160,"11, 5",UC,37.9,39.8,2,1,,
FR16,2,250,9,UC,2.3,13.1,2,<1,,
FR16,2,250,9,UC,11.6,20.3,2,4,,
FR16,2,250,9,UC,21.4,30.9,4,0,,
FR16,2,250,9,UC,26.8,22,4,1,,
FR16,2,250,9,UC,28.8,42.9,4,<1,,
FR16,2,250,9,UC,31.6,12.9,4,0,,
FR16,2,250,9,UC,37.4,30.9,4,4,,
FR16,2,250,9,UC,41.6,11.2,3,<1,,
FR16,2,250,9,UC,45,23.3,4,<1,,
FR16,2,250,9,UC,45.8,21.6,3,1,,
FR17,1,220,0,UC,0.2,12.1,2,0,,in one pile
FR17,1,220,0,UC,0.2,10.2,2,0,,in one pile
FR17,1,220,0,UC,0.2,15,2,0,,in one pile
FR17,1,220,0,UC,0.8,27.4,2,5,,in one pile
FR17,1,220,0,UC,0.9,15.2,3,0,,in one pile
FR17,1,220,0,UC,0.9,27,2,0,,in one pile
FR17,1,220,0,UC,0.9,20,2,0,,in one pile
FR17,1,220,0,UC,0.9,20,3,0,,in one pile
FR17,1,220,0,UC,1.7,12.5,2,2,,in one pile
FR17,1,220,0,UC,1.7,20,2,0,,in one pile
FR17,1,220,0,UC,2.2,10,3,0,,in one pile
