PlotID,Sub-Plot,Species,Live/Dead,Height_class(cm),Tally,Notes
FR36,C1,Lw,D,31-130,0,
FR37,A1,Pl,L,0-30,1,
FR37,A1,Pl,L,31-130,6,
FR37,A1,Pl,D,0-30,0,
FR37,A1,Pl,D,31-130,0,
FR37,A1,Sx,L,0-30,3,
FR37,A1,Sx,L,31-130,10,
FR37,A1,Sx,D,0-30,0,
FR37,A1,Sx,D,31-130,0,
FR37,A1,At,L,0-30,1,
FR37,A1,At,L,31-130,10,
FR37,A1,At,D,0-30,0,
FR37,A1,At,D,31-130,0,
FR37,A1,Bl,L,0-30,0,
FR37,A1,Bl,L,31-130,0,
FR37,A1,Bl,D,0-30,0,
FR37,A1,Bl,D,31-130,0,
FR37,A1,Ac,L,0-30,0,
FR37,A1,Ac,L,31-130,0,
FR37,A1,Ac,D,0-30,0,
FR37,A1,Ac,D,31-130,0,
FR37,A1,Fd,L,0-30,0,
FR37,A1,Fd,L,31-130,0,
FR37,A1,Fd,D,0-30,0,
FR37,A1,Fd,D,31-130,0,
FR37,A1,Ep,L,0-30,0,
FR37,A1,Ep,L,31-130,0,
FR37,A1,Ep,D,0-30,0,
FR37,A1,Ep,D,31-130,0,
FR37,A1,Lw,L,0-30,0,
FR37,A1,Lw,L,31-130,0,
FR37,A1,Lw,D,0-30,0,
FR37,A1,Lw,D,31-130,0,
FR38,A1,Pl,L,0-30,0,
FR38,A1,Pl,L,31-130,1,
FR38,A1,Pl,D,0-30,0,
FR38,A1,Pl,D,31-130,0,
FR38,A1,Sx,L,0-30,0,
FR38,A1,Sx,L,31-130,0,
FR38,A1,Sx,D,0-30,0,
FR38,A1,Sx,D,31-130,0,
FR38,A1,At,L,0-30,0,
FR38,A1,At,L,31-130,0,
FR38,A1,At,D,0-30,0,
FR38,A1,At,D,31-130,0,
FR38,A1,Bl,L,0-30,0,
FR38,A1,Bl,L,31-130,0,
FR38,A1,Bl,D,0-30,0,
FR38,A1,Bl,D,31-130,0,
FR38,A1,Ac,L,0-30,0,
FR38,A1,Ac,L,31-130,0,
FR38,A1,Ac,D,0-30,0,
FR38,A1,Ac,D,31-130,0,
FR38,A1,Fd,L,0-30,0,
FR38,A1,Fd,L,31-130,0,
FR38,A1,Fd,D,0-30,0,
FR38,A1,Fd,D,31-130,0,
FR38,A1,Ep,L,0-30,0,
FR38,A1,Ep,L,31-130,0,
FR38,A1,Ep,D,0-30,0,
FR38,A1,Ep,D,31-130,0,
FR38,A1,Lw,L,0-30,0,
FR38,A1,Lw,L,31-130,0,
FR38,A1,Lw,D,0-30,0,
FR38,A1,Lw,D,31-130,0,
FR38,C1,Pl,L,0-30,0,
FR38,C1,Pl,L,31-130,0,
FR38,C1,Pl,D,0-30,0,
FR38,C1,Pl,D,31-130,0,
FR38,C1,Sx,L,0-30,0,
FR38,C1,Sx,L,31-130,0,
FR38,C1,Sx,D,0-30,0,
FR38,C1,Sx,D,31-130,0,
FR38,C1,At,L,0-30,1,
FR38,C1,At,L,31-130,2,
FR38,C1,At,D,0-30,1,
FR38,C1,At,D,31-130,0,
FR38,C1,Bl,L,0-30,0,
FR38,C1,Bl,L,31-130,0,
FR38,C1,Bl,D,0-30,0,
FR38,C1,Bl,D,31-130,0,
FR38,C1,Ac,L,0-30,0,
FR38,C1,Ac,L,31-130,0,
FR38,C1,Ac,D,0-30,0,
FR38,C1,Ac,D,31-130,0,
FR38,C1,Fd,L,0-30,0,
FR38,C1,Fd,L,31-130,0,
FR38,C1,Fd,D,0-30,0,
FR38,C1,Fd,D,31-130,0,
FR38,C1,Ep,L,0-30,0,
FR38,C1,Ep,L,31-130,0,
FR38,C1,Ep,D,0-30,0,
FR38,C1,Ep,D,31-130,0,
FR38,C1,Lw,L,0-30,0,
FR38,C1,Lw,L,31-130,0,
FR38,C1,Lw,D,0-30,0,
FR38,C1,Lw,D,31-130,0,
FR39,A1,Pl,L,0-30,0,
FR39,A1,Pl,L,31-130,1,
FR39,A1,Pl,D,0-30,0,
FR39,A1,Pl,D,31-130,1,
FR39,A1,Sx,L,0-30,11,
FR39,A1,Sx,L,31-130,2,
FR39,A1,Sx,D,0-30,0,
FR39,A1,Sx,D,31-130,0,
FR39,A1,At,L,0-30,0,
FR39,A1,At,L,31-130,0,
FR39,A1,At,D,0-30,0,
FR39,A1,At,D,31-130,0,
FR39,A1,Bl,L,0-30,0,
FR39,A1,Bl,L,31-130,0,
FR39,A1,Bl,D,0-30,0,
FR39,A1,Bl,D,31-130,0,
FR39,A1,Ac,L,0-30,0,
FR39,A1,Ac,L,31-130,0,
FR39,A1,Ac,D,0-30,0,
FR39,A1,Ac,D,31-130,0,
FR39,A1,Fd,L,0-30,0,
FR39,A1,Fd,L,31-130,0,
FR39,A1,Fd,D,0-30,0,
FR39,A1,Fd,D,31-130,0,
FR39,A1,Ep,L,0-30,0,
FR39,A1,Ep,L,31-130,0,
FR39,A1,Ep,D,0-30,0,
FR39,A1,Ep,D,31-130,0,
FR39,A1,Lw,L,0-30,0,
FR39,A1,Lw,L,31-130,0,
FR39,A1,Lw,D,0-30,0,
FR39,A1,Lw,D,31-130,0,
FR39,C1,Pl,L,0-30,0,
FR39,C1,Pl,L,31-130,1,
FR39,C1,Pl,D,0-30,0,
FR39,C1,Pl,D,31-130,0,
FR39,C1,Sx,L,0-30,10,
FR39,C1,Sx,L,31-130,6,
FR39,C1,Sx,D,0-30,0,
FR39,C1,Sx,D,31-130,0,
FR39,C1,At,L,0-30,1,
FR39,C1,At,L,31-130,3,
FR39,C1,At,D,0-30,0,
FR39,C1,At,D,31-130,0,
FR39,C1,Bl,L,0-30,0,
FR39,C1,Bl,L,31-130,0,
FR39,C1,Bl,D,0-30,0,
FR39,C1,Bl,D,31-130,0,
FR39,C1,Ac,L,0-30,0,
FR39,C1,Ac,L,31-130,0,
FR39,C1,Ac,D,0-30,0,
FR39,C1,Ac,D,31-130,0,
FR39,C1,Fd,L,0-30,0,
FR39,C1,Fd,L,31-130,0,
FR39,C1,Fd,D,0-30,0,
FR39,C1,Fd,D,31-130,0,
FR39,C1,Ep,L,0-30,0,
FR39,C1,Ep,L,31-130,0,
FR39,C1,Ep,D,0-30,0,
FR39,C1,Ep,D,31-130,0,
FR39,C1,Lw,L,0-30,0,
FR39,C1,Lw,L,31-130,0,
FR39,C1,Lw,D,0-30,0,
FR39,C1,Lw,D,31-130,0,
FR40,A1,Pl,L,0-30,1,
FR40,A1,Pl,L,31-130,3,
FR40,A1,Pl,D,0-30,0,
FR40,A1,Pl,D,31-130,0,
FR40,A1,Sx,L,0-30,2,
FR40,A1,Sx,L,31-130,13,
FR40,A1,Sx,D,0-30,0,
FR40,A1,Sx,D,31-130,0,
FR40,A1,At,L,0-30,1,
FR40,A1,At,L,31-130,2,
FR40,A1,At,D,0-30,0,
FR40,A1,At,D,31-130,0,
FR40,A1,Bl,L,0-30,0,
FR40,A1,Bl,L,31-130,0,
FR40,A1,Bl,D,0-30,0,
FR40,A1,Bl,D,31-130,0,
FR40,A1,Ac,L,0-30,0,
FR40,A1,Ac,L,31-130,0,
FR40,A1,Ac,D,0-30,0,
FR40,A1,Ac,D,31-130,0,
FR40,A1,Fd,L,0-30,0,
FR40,A1,Fd,L,31-130,0,
FR40,A1,Fd,D,0-30,0,
FR40,A1,Fd,D,31-130,0,
FR40,A1,Ep,L,0-30,0,
FR40,A1,Ep,L,31-130,0,
FR40,A1,Ep,D,0-30,0,
FR40,A1,Ep,D,31-130,0,
FR40,A1,Lw,L,0-30,0,
FR40,A1,Lw,L,31-130,0,
FR40,A1,Lw,D,0-30,0,
FR40,A1,Lw,D,31-130,0,
FR41,A1,Pl,L,0-30,0,
FR41,A1,Pl,L,31-130,11,
FR41,A1,Pl,D,0-30,0,
FR41,A1,Pl,D,31-130,0,
FR41,A1,Sx,L,0-30,1,
FR41,A1,Sx,L,31-130,7,
FR41,A1,Sx,D,0-30,0,
FR41,A1,Sx,D,31-130,0,
FR41,A1,At,L,0-30,0,
FR41,A1,At,L,31-130,2,
FR41,A1,At,D,0-30,0,
FR41,A1,At,D,31-130,0,
FR41,A1,Bl,L,0-30,0,
FR41,A1,Bl,L,31-130,0,
FR41,A1,Bl,D,0-30,0,
FR41,A1,Bl,D,31-130,0,
FR41,A1,Ac,L,0-30,0,
FR41,A1,Ac,L,31-130,0,
FR41,A1,Ac,D,0-30,0,
FR41,A1,Ac,D,31-130,0,
FR41,A1,Fd,L,0-30,0,
FR41,A1,Fd,L,31-130,0,
FR41,A1,Fd,D,0-30,0,
FR41,A1,Fd,D,31-130,0,
FR41,A1,Ep,L,0-30,0,
FR41,A1,Ep,L,31-130,0,
FR41,A1,Ep,D,0-30,0,
FR41,A1,Ep,D,31-130,0,
FR41,A1,Lw,L,0-30,0,
FR41,A1,Lw,L,31-130,0,
FR41,A1,Lw,D,0-30,0,
FR41,A1,Lw,D,31-130,0,
FR42,A1,Pl,L,0-30,0,
FR42,A1,Pl,L,31-130,0,
FR42,A1,Pl,D,0-30,0,
FR42,A1,Pl,D,31-130,0,
FR42,A1,Sx,L,0-30,0,
FR42,A1,Sx,L,31-130,0,
FR42,A1,Sx,D,0-30,0,
FR42,A1,Sx,D,31-130,0,
FR42,A1,At,L,0-30,0,
FR42,A1,At,L,31-130,0,
FR42,A1,At,D,0-30,0,
FR42,A1,At,D,31-130,0,
FR42,A1,Bl,L,0-30,0,
FR42,A1,Bl,L,31-130,0,
FR42,A1,Bl,D,0-30,0,
FR42,A1,Bl,D,31-130,0,
FR42,A1,Ac,L,0-30,0,
FR42,A1,Ac,L,31-130,0,
FR42,A1,Ac,D,0-30,0,
FR42,A1,Ac,D,31-130,0,
FR42,A1,Fd,L,0-30,0,
FR42,A1,Fd,L,31-130,0,
FR42,A1,Fd,D,0-30,0,
FR42,A1,Fd,D,31-130,0,
FR42,A1,Ep,L,0-30,0,
FR42,A1,Ep,L,31-130,0,
FR42,A1,Ep,D,0-30,0,
FR42,A1,Ep,D,31-130,0,
FR42,A1,Lw,L,0-30,0,
FR42,A1,Lw,L,31-130,0,
FR42,A1,Lw,D,0-30,0,
FR42,A1,Lw,D,31-130,0,
FR43,A1,Pl,L,0-30,0,
FR43,A1,Pl,L,31-130,0,
FR43,A1,Pl,D,0-30,0,
FR43,A1,Pl,D,31-130,0,
FR43,A1,Sx,L,0-30,0,
FR43,A1,Sx,L,31-130,0,
FR43,A1,Sx,D,0-30,0,
FR43,A1,Sx,D,31-130,0,
FR43,A1,At,L,0-30,0,
FR43,A1,At,L,31-130,0,
FR43,A1,At,D,0-30,0,
FR43,A1,At,D,31-130,0,
FR43,A1,Bl,L,0-30,11,
FR43,A1,Bl,L,31-130,0,
FR43,A1,Bl,D,0-30,0,
FR43,A1,Bl,D,31-130,0,
FR43,A1,Ac,L,0-30,0,
FR43,A1,Ac,L,31-130,0,
FR43,A1,Ac,D,0-30,0,
FR43,A1,Ac,D,31-130,0,
FR43,A1,Fd,L,0-30,0,
FR43,A1,Fd,L,31-130,0,
FR43,A1,Fd,D,0-30,0,
FR43,A1,Fd,D,31-130,0,
FR43,A1,Ep,L,0-30,0,
FR43,A1,Ep,L,31-130,0,
FR43,A1,Ep,D,0-30,0,
FR43,A1,Ep,D,31-130,0,
FR43,A1,Lw,L,0-30,0,
FR43,A1,Lw,L,31-130,0,
FR43,A1,Lw,D,0-30,0,
FR43,A1,Lw,D,31-130,0,
FR44,A1,Pl,L,0-30,0,
FR44,A1,Pl,L,31-130,0,
FR44,A1,Pl,D,0-30,0,
FR44,A1,Pl,D,31-130,0,
FR44,A1,Sx,L,0-30,0,
FR44,A1,Sx,L,31-130,1,
FR44,A1,Sx,D,0-30,0,
FR44,A1,Sx,D,31-130,0,
FR44,A1,At,L,0-30,0,
FR44,A1,At,L,31-130,0,
FR44,A1,At,D,0-30,0,
FR44,A1,At,D,31-130,0,
FR44,A1,Bl,L,0-30,1,
FR44,A1,Bl,L,31-130,1,
FR44,A1,Bl,D,0-30,0,
FR44,A1,Bl,D,31-130,0,
FR44,A1,Ac,L,0-30,0,
FR44,A1,Ac,L,31-130,0,
FR44,A1,Ac,D,0-30,0,
FR44,A1,Ac,D,31-130,0,
FR44,A1,Fd,L,0-30,0,
FR44,A1,Fd,L,31-130,0,
FR44,A1,Fd,D,0-30,0,
FR44,A1,Fd,D,31-130,0,
FR44,A1,Ep,L,0-30,0,
FR44,A1,Ep,L,31-130,0,
FR44,A1,Ep,D,0-30,0,
FR44,A1,Ep,D,31-130,0,
FR44,A1,Lw,L,0-30,0,
FR44,A1,Lw,L,31-130,0,
FR44,A1,Lw,D,0-30,0,
FR44,A1,Lw,D,31-130,0,
FR45,A1,Pl,L,0-30,1,
FR45,A1,Pl,L,31-130,2,
FR45,A1,Pl,D,0-30,0,
FR45,A1,Pl,D,31-130,0,
FR45,A1,Sx,L,0-30,0,
FR45,A1,Sx,L,31-130,1,
FR45,A1,Sx,D,0-30,0,
FR45,A1,Sx,D,31-130,0,
FR45,A1,At,L,0-30,0,
FR45,A1,At,L,31-130,0,
FR45,A1,At,D,0-30,0,
FR45,A1,At,D,31-130,0,
FR45,A1,Bl,L,0-30,1,
FR45,A1,Bl,L,31-130,5,
FR45,A1,Bl,D,0-30,0,
FR45,A1,Bl,D,31-130,0,
FR45,A1,Ac,L,0-30,0,
FR45,A1,Ac,L,31-130,0,
FR45,A1,Ac,D,0-30,0,
FR45,A1,Ac,D,31-130,0,
FR45,A1,Fd,L,0-30,0,
FR45,A1,Fd,L,31-130,0,
FR45,A1,Fd,D,0-30,0,
FR45,A1,Fd,D,31-130,0,
FR45,A1,Ep,L,0-30,0,
FR45,A1,Ep,L,31-130,0,
FR45,A1,Ep,D,0-30,0,
FR45,A1,Ep,D,31-130,0,
FR45,A1,Lw,L,0-30,0,
FR45,A1,Lw,L,31-130,0,
FR45,A1,Lw,D,0-30,0,
FR45,A1,Lw,D,31-130,0,
FR46,A1,Pl,L,0-30,0,
FR46,A1,Pl,L,31-130,0,
FR46,A1,Pl,D,0-30,0,
FR46,A1,Pl,D,31-130,0,
FR46,A1,Sx,L,0-30,0,
FR46,A1,Sx,L,31-130,31,
FR46,A1,Sx,D,0-30,33,
FR46,A1,Sx,D,31-130,0,
FR46,A1,At,L,0-30,0,
FR46,A1,At,L,31-130,0,
FR46,A1,At,D,0-30,0,
FR46,A1,At,D,31-130,0,
FR46,A1,Bl,L,0-30,8,
FR46,A1,Bl,L,31-130,1,
FR46,A1,Bl,D,0-30,0,
FR46,A1,Bl,D,31-130,0,
FR46,A1,Ac,L,0-30,0,
FR46,A1,Ac,L,31-130,0,
FR46,A1,Ac,D,0-30,0,
FR46,A1,Ac,D,31-130,0,
FR46,A1,Fd,L,0-30,0,
FR46,A1,Fd,L,31-130,0,
FR46,A1,Fd,D,0-30,0,
FR46,A1,Fd,D,31-130,0,
FR46,A1,Ep,L,0-30,0,
FR46,A1,Ep,L,31-130,0,
FR46,A1,Ep,D,0-30,0,
FR46,A1,Ep,D,31-130,0,
FR46,A1,Lw,L,0-30,0,
FR46,A1,Lw,L,31-130,0,
FR46,A1,Lw,D,0-30,0,
FR46,A1,Lw,D,31-130,0,
FR47,A2,Pl,L,0-30,34,"half of A2, already x2"
FR47,A2,Pl,L,31-130,102,"half of A2, already x2"
FR47,A2,Pl,D,0-30,0,"half of A2, already x2"
FR47,A2,Pl,D,31-130,2,"half of A2, already x2"
FR47,A2,Sx,L,0-30,10,"half of A2, already x2"
FR47,A2,Sx,L,31-130,46,"half of A2, already x2"
FR47,A2,Sx,D,0-30,0,"half of A2, already x2"
FR47,A2,Sx,D,31-130,0,"half of A2, already x2"
FR47,A2,At,L,0-30,10,"half of A2, already x2"
FR47,A2,At,L,31-130,6,"half of A2, already x2"
FR47,A2,At,D,0-30,0,"half of A2, already x2"
FR47,A2,At,D,31-130,0,"half of A2, already x2"
FR47,A2,Bl,L,0-30,0,"half of A2, already x2"
FR47,A2,Bl,L,31-130,0,"half of A2, already x2"
FR47,A2,Bl,D,0-30,0,"half of A2, already x2"
FR47,A2,Bl,D,31-130,0,"half of A2, already x2"
FR47,A2,Ac,L,0-30,0,"half of A2, already x2"
FR47,A2,Ac,L,31-130,0,"half of A2, already x2"
FR47,A2,Ac,D,0-30,0,"half of A2, already x2"
FR47,A2,Ac,D,31-130,0,"half of A2, already x2"
FR47,A2,Fd,L,0-30,0,"half of A2, already x2"
FR47,A2,Fd,L,31-130,0,"half of A2, already x2"
FR47,A2,Fd,D,0-30,0,"half of A2, already x2"
FR47,A2,Fd,D,31-130,0,"half of A2, already x2"
FR47,A2,Ep,L,0-30,0,"half of A2, already x2"
FR47,A2,Ep,L,31-130,0,"half of A2, already x2"
FR47,A2,Ep,D,0-30,0,"half of A2, already x2"
FR47,A2,Ep,D,31-130,0,"half of A2, already x2"
FR47,A2,Lw,L,0-30,0,"half of A2, already x2"
FR47,A2,Lw,L,31-130,0,"half of A2, already x2"
FR47,A2,Lw,D,0-30,0,"half of A2, already x2"
FR47,A2,Lw,D,31-130,0,"half of A2, already x2"
FR48,A1,Pl,L,0-30,4,
FR48,A1,Pl,L,31-130,13,
FR48,A1,Pl,D,0-30,0,
FR48,A1,Pl,D,31-130,0,
FR48,A1,Sx,L,0-30,5,
FR48,A1,Sx,L,31-130,1,
FR48,A1,Sx,D,0-30,0,
FR48,A1,Sx,D,31-130,0,
FR48,A1,At,L,0-30,0,
FR48,A1,At,L,31-130,0,
FR48,A1,At,D,0-30,0,
FR48,A1,At,D,31-130,0,
FR48,A1,Bl,L,0-30,0,
FR48,A1,Bl,L,31-130,0,
FR48,A1,Bl,D,0-30,0,
FR48,A1,Bl,D,31-130,0,
FR48,A1,Ac,L,0-30,0,
FR48,A1,Ac,L,31-130,0,
FR48,A1,Ac,D,0-30,0,
FR48,A1,Ac,D,31-130,0,
FR48,A1,Fd,L,0-30,0,
FR48,A1,Fd,L,31-130,0,
FR48,A1,Fd,D,0-30,0,
FR48,A1,Fd,D,31-130,0,
FR48,A1,Ep,L,0-30,0,
FR48,A1,Ep,L,31-130,0,
FR48,A1,Ep,D,0-30,0,
FR48,A1,Ep,D,31-130,0,
FR48,A1,Lw,L,0-30,0,
FR48,A1,Lw,L,31-130,0,
FR48,A1,Lw,D,0-30,0,
FR48,A1,Lw,D,31-130,0,
FR49,A1,Pl,L,0-30,0,
FR49,A1,Pl,L,31-130,6,
FR49,A1,Pl,D,0-30,0,
FR49,A1,Pl,D,31-130,1,
FR49,A1,Sx,L,0-30,0,
FR49,A1,Sx,L,31-130,0,
FR49,A1,Sx,D,0-30,0,
FR49,A1,Sx,D,31-130,0,
FR49,A1,At,L,0-30,0,
FR49,A1,At,L,31-130,1,
FR49,A1,At,D,0-30,0,
FR49,A1,At,D,31-130,0,
FR49,A1,Bl,L,0-30,0,
FR49,A1,Bl,L,31-130,0,
FR49,A1,Bl,D,0-30,0,
FR49,A1,Bl,D,31-130,0,
FR49,A1,Ac,L,0-30,0,
FR49,A1,Ac,L,31-130,0,
FR49,A1,Ac,D,0-30,0,
FR49,A1,Ac,D,31-130,0,
FR49,A1,Fd,L,0-30,0,
FR49,A1,Fd,L,31-130,0,
FR49,A1,Fd,D,0-30,0,
FR49,A1,Fd,D,31-130,0,
FR49,A1,Ep,L,0-30,0,
FR49,A1,Ep,L,31-130,0,
FR49,A1,Ep,D,0-30,0,
FR49,A1,Ep,D,31-130,0,
FR49,A1,Lw,L,0-30,0,
FR49,A1,Lw,L,31-130,0,
FR49,A1,Lw,D,0-30,0,
FR49,A1,Lw,D,31-130,0,
FR50,A1,Pl,L,0-30,1,
FR50,A1,Pl,L,31-130,27,
FR50,A1,Pl,D,0-30,0,
FR50,A1,Pl,D,31-130,0,
FR50,A1,Sx,L,0-30,0,
FR50,A1,Sx,L,31-130,0,
FR50,A1,Sx,D,0-30,0,
FR50,A1,Sx,D,31-130,0,
FR50,A1,At,L,0-30,1,
FR50,A1,At,L,31-130,3,
FR50,A1,At,D,0-30,0,
FR50,A1,At,D,31-130,0,
FR50,A1,Bl,L,0-30,0,
FR50,A1,Bl,L,31-130,0,
FR50,A1,Bl,D,0-30,0,
FR50,A1,Bl,D,31-130,0,
FR50,A1,Ac,L,0-30,0,
FR50,A1,Ac,L,31-130,0,
FR50,A1,Ac,D,0-30,0,
FR50,A1,Ac,D,31-130,0,
FR50,A1,Fd,L,0-30,0,
FR50,A1,Fd,L,31-130,0,
FR50,A1,Fd,D,0-30,0,
FR50,A1,Fd,D,31-130,0,
FR50,A1,Ep,L,0-30,0,
FR50,A1,Ep,L,31-130,0,
FR50,A1,Ep,D,0-30,0,
FR50,A1,Ep,D,31-130,0,
FR50,A1,Lw,L,0-30,0,
FR50,A1,Lw,L,31-130,0,
FR50,A1,Lw,D,0-30,0,
FR50,A1,Lw,D,31-130,0,
FR51,A1,Pl,L,0-30,9,
FR51,A1,Pl,L,31-130,60,
FR51,A1,Pl,D,0-30,0,
FR51,A1,Pl,D,31-130,0,
FR51,A1,Sx,L,0-30,2,
FR51,A1,Sx,L,31-130,16,
FR51,A1,Sx,D,0-30,0,
FR51,A1,Sx,D,31-130,0,
FR51,A1,At,L,0-30,0,
FR51,A1,At,L,31-130,1,
FR51,A1,At,D,0-30,0,
FR51,A1,At,D,31-130,0,
FR51,A1,Bl,L,0-30,0,
FR51,A1,Bl,L,31-130,0,
FR51,A1,Bl,D,0-30,0,
FR51,A1,Bl,D,31-130,0,
FR51,A1,Ac,L,0-30,0,
FR51,A1,Ac,L,31-130,0,
FR51,A1,Ac,D,0-30,0,
FR51,A1,Ac,D,31-130,0,
FR51,A1,Fd,L,0-30,0,
FR51,A1,Fd,L,31-130,0,
FR51,A1,Fd,D,0-30,0,
FR51,A1,Fd,D,31-130,0,
FR51,A1,Ep,L,0-30,0,
FR51,A1,Ep,L,31-130,0,
FR51,A1,Ep,D,0-30,0,
FR51,A1,Ep,D,31-130,0,
FR51,A1,Lw,L,0-30,0,
FR51,A1,Lw,L,31-130,0,
FR51,A1,Lw,D,0-30,0,
FR51,A1,Lw,D,31-130,0,
FR51,C1,Pl,L,0-30,3,
FR51,C1,Pl,L,31-130,66,
FR51,C1,Pl,D,0-30,0,
FR51,C1,Pl,D,31-130,0,
FR51,C1,Sx,L,0-30,2,
FR51,C1,Sx,L,31-130,8,
FR51,C1,Sx,D,0-30,0,
FR51,C1,Sx,D,31-130,0,
FR51,C1,At,L,0-30,0,
FR51,C1,At,L,31-130,0,
FR51,C1,At,D,0-30,0,
FR51,C1,At,D,31-130,0,
FR51,C1,Bl,L,0-30,0,
FR51,C1,Bl,L,31-130,0,
FR51,C1,Bl,D,0-30,0,
FR51,C1,Bl,D,31-130,0,
FR51,C1,Ac,L,0-30,0,
FR51,C1,Ac,L,31-130,0,
FR51,C1,Ac,D,0-30,0,
FR51,C1,Ac,D,31-130,0,
FR51,C1,Fd,L,0-30,0,
FR51,C1,Fd,L,31-130,0,
FR51,C1,Fd,D,0-30,0,
FR51,C1,Fd,D,31-130,0,
FR51,C1,Ep,L,0-30,0,
FR51,C1,Ep,L,31-130,0,
FR51,C1,Ep,D,0-30,0,
FR51,C1,Ep,D,31-130,0,
FR51,C1,Lw,L,0-30,0,
FR51,C1,Lw,L,31-130,0,
FR51,C1,Lw,D,0-30,0,
FR51,C1,Lw,D,31-130,0,
FR52,A1,Pl,L,0-30,0,
FR52,A1,Pl,L,31-130,0,
FR52,A1,Pl,D,0-30,0,
FR52,A1,Pl,D,31-130,0,
FR52,A1,Sx,L,0-30,0,
FR52,A1,Sx,L,31-130,0,
FR52,A1,Sx,D,0-30,0,
FR52,A1,Sx,D,31-130,0,
FR52,A1,At,L,0-30,0,
FR52,A1,At,L,31-130,0,
FR52,A1,At,D,0-30,0,
FR52,A1,At,D,31-130,0,
FR52,A1,Bl,L,0-30,16,
FR52,A1,Bl,L,31-130,39,
FR52,A1,Bl,D,0-30,0,
FR52,A1,Bl,D,31-130,2,
FR52,A1,Ac,L,0-30,0,
FR52,A1,Ac,L,31-130,0,
FR52,A1,Ac,D,0-30,0,
FR52,A1,Ac,D,31-130,0,
FR52,A1,Fd,L,0-30,0,
FR52,A1,Fd,L,31-130,0,
FR52,A1,Fd,D,0-30,0,
FR52,A1,Fd,D,31-130,0,
FR52,A1,Ep,L,0-30,0,
FR52,A1,Ep,L,31-130,0,
FR52,A1,Ep,D,0-30,0,
FR52,A1,Ep,D,31-130,0,
FR52,A1,Lw,L,0-30,0,
FR52,A1,Lw,L,31-130,0,
FR52,A1,Lw,D,0-30,0,
FR52,A1,Lw,D,31-130,0,
FR53,A1,Pl,L,0-30,0,
FR53,A1,Pl,L,31-130,0,
FR53,A1,Pl,D,0-30,0,
FR53,A1,Pl,D,31-130,0,
FR53,A1,Sx,L,0-30,2,
FR53,A1,Sx,L,31-130,7,
FR53,A1,Sx,D,0-30,0,
FR53,A1,Sx,D,31-130,3,
FR53,A1,At,L,0-30,0,
FR53,A1,At,L,31-130,0,
FR53,A1,At,D,0-30,0,
FR53,A1,At,D,31-130,0,
FR53,A1,Bl,L,0-30,2,
FR53,A1,Bl,L,31-130,1,
FR53,A1,Bl,D,0-30,0,
FR53,A1,Bl,D,31-130,0,
FR53,A1,Ac,L,0-30,0,
FR53,A1,Ac,L,31-130,0,
FR53,A1,Ac,D,0-30,0,
FR53,A1,Ac,D,31-130,0,
FR53,A1,Fd,L,0-30,0,
FR53,A1,Fd,L,31-130,0,
FR53,A1,Fd,D,0-30,0,
FR53,A1,Fd,D,31-130,0,
FR53,A1,Ep,L,0-30,0,
FR53,A1,Ep,L,31-130,0,
FR53,A1,Ep,D,0-30,0,
FR53,A1,Ep,D,31-130,0,
FR53,A1,Lw,L,0-30,0,
FR53,A1,Lw,L,31-130,0,
FR53,A1,Lw,D,0-30,0,
FR53,A1,Lw,D,31-130,0,
FR54,A1,Pl,L,0-30,0,
FR54,A1,Pl,L,31-130,0,
FR54,A1,Pl,D,0-30,0,
FR54,A1,Pl,D,31-130,0,
FR54,A1,Sx,L,0-30,0,
FR54,A1,Sx,L,31-130,0,
FR54,A1,Sx,D,0-30,0,
FR54,A1,Sx,D,31-130,0,
FR54,A1,At,L,0-30,0,
FR54,A1,At,L,31-130,0,
FR54,A1,At,D,0-30,0,
FR54,A1,At,D,31-130,0,
FR54,A1,Bl,L,0-30,0,
FR54,A1,Bl,L,31-130,0,
FR54,A1,Bl,D,0-30,0,
FR54,A1,Bl,D,31-130,0,
FR54,A1,Ac,L,0-30,0,
FR54,A1,Ac,L,31-130,0,
FR54,A1,Ac,D,0-30,0,
FR54,A1,Ac,D,31-130,0,
FR54,A1,Fd,L,0-30,0,
FR54,A1,Fd,L,31-130,0,
FR54,A1,Fd,D,0-30,0,
FR54,A1,Fd,D,31-130,0,
FR54,A1,Ep,L,0-30,0,
FR54,A1,Ep,L,31-130,0,
FR54,A1,Ep,D,0-30,0,
FR54,A1,Ep,D,31-130,0,
FR54,A1,Lw,L,0-30,0,
FR54,A1,Lw,L,31-130,0,
FR54,A1,Lw,D,0-30,0,
FR54,A1,Lw,D,31-130,0,
FR55,A1,Pl,L,0-30,0,
FR55,A1,Pl,L,31-130,0,
FR55,A1,Pl,D,0-30,0,
FR55,A1,Pl,D,31-130,0,
FR55,A1,Sx,L,0-30,0,
FR55,A1,Sx,L,31-130,0,
FR55,A1,Sx,D,0-30,0,
FR55,A1,Sx,D,31-130,0,
FR55,A1,At,L,0-30,0,
FR55,A1,At,L,31-130,0,
FR55,A1,At,D,0-30,0,
FR55,A1,At,D,31-130,0,
FR55,A1,Bl,L,0-30,0,
FR55,A1,Bl,L,31-130,0,
FR55,A1,Bl,D,0-30,0,
FR55,A1,Bl,D,31-130,0,
FR55,A1,Ac,L,0-30,0,
